cellTime,cell,time,none
ABalaapppa:157,ABalaapppa,157,21432
ABalaapppa:158,ABalaapppa,158,22045
ABalaapppa:159,ABalaapppa,159,21673
ABalaapppa:160,ABalaapppa,160,23268
ABalaapppa:161,ABalaapppa,161,23877
ABalaapppa:162,ABalaapppa,162,24474
ABalaapppa:163,ABalaapppa,163,22800
ABalaapppa:164,ABalaapppa,164,22485
ABalaapppa:165,ABalaapppa,165,22704
ABalaapppa:166,ABalaapppa,166,22303
ABalaapppa:167,ABalaapppa,167,24720
ABalaapppa:168,ABalaapppa,168,24287
ABalaapppa:169,ABalaapppa,169,23746
ABalaapppa:170,ABalaapppa,170,25322
ABalaapppa:171,ABalaapppa,171,23164
ABalaapppa:172,ABalaapppa,172,24294
ABalaapppa:173,ABalaapppa,173,22245
ABalaapppa:174,ABalaapppa,174,21836
ABalaapppa:175,ABalaapppa,175,23613
ABalaapppa:176,ABalaapppa,176,28172
ABalaapppa:177,ABalaapppa,177,24392
ABalaapppa:178,ABalaapppa,178,25937
ABalaapppa:179,ABalaapppa,179,21716
ABalaapppa:180,ABalaapppa,180,20734
ABalaapppa:181,ABalaapppa,181,21372
ABalaapppa:182,ABalaapppa,182,22881
ABalaapppa:183,ABalaapppa,183,18580
ABalaapppa:184,ABalaapppa,184,16742
ABalaapppa:185,ABalaapppa,185,16256
ABalaapppa:186,ABalaapppa,186,16420
ABalaapppaa:187,ABalaapppaa,187,12201
ABalaapppaa:188,ABalaapppaa,188,13430
ABalaapppaa:189,ABalaapppaa,189,14595
ABalaapppaa:190,ABalaapppaa,190,14835
ABalaapppaa:191,ABalaapppaa,191,14572
ABalaapppaa:192,ABalaapppaa,192,14331
ABalaapppaa:193,ABalaapppaa,193,14527
ABalaapppaa:194,ABalaapppaa,194,14131
ABalaapppaa:195,ABalaapppaa,195,14409
ABalaapppaa:196,ABalaapppaa,196,13439
ABalaapppaa:197,ABalaapppaa,197,11387
ABalaapppaa:198,ABalaapppaa,198,11130
ABalaapppaa:199,ABalaapppaa,199,9308
ABalaapppaa:200,ABalaapppaa,200,8680
ABalaapppaa:201,ABalaapppaa,201,6797
ABalaapppaa:202,ABalaapppaa,202,5901
ABalaapppaa:203,ABalaapppaa,203,6028
ABalaapppaa:204,ABalaapppaa,204,4215
ABalaapppaa:205,ABalaapppaa,205,3744
ABalaapppaa:206,ABalaapppaa,206,4094
ABalaapppaa:207,ABalaapppaa,207,4111
ABalaapppaa:208,ABalaapppaa,208,5026
ABalaapppaa:209,ABalaapppaa,209,4556
ABalaapppaa:210,ABalaapppaa,210,3997
ABalaapppaa:211,ABalaapppaa,211,3624
ABalaapppaa:212,ABalaapppaa,212,4304
ABalaapppaa:213,ABalaapppaa,213,3883
ABalaapppaa:214,ABalaapppaa,214,3233
ABalaapppaa:215,ABalaapppaa,215,3314
ABalaapppaa:216,ABalaapppaa,216,3165
ABalaapppaa:217,ABalaapppaa,217,3033
ABalaapppaa:218,ABalaapppaa,218,3149
ABalaapppaa:219,ABalaapppaa,219,2950
ABalaapppaa:220,ABalaapppaa,220,2737
ABalaapppaa:221,ABalaapppaa,221,2780
ABalaapppaa:222,ABalaapppaa,222,2587
ABalaapppaa:223,ABalaapppaa,223,2690
ABalaapppaa:224,ABalaapppaa,224,2554
ABalaapppaa:225,ABalaapppaa,225,2867
ABalaapppaa:226,ABalaapppaa,226,2599
ABalaapppaa:227,ABalaapppaa,227,2563
ABalaapppaa:228,ABalaapppaa,228,2458
ABalaapppaa:229,ABalaapppaa,229,2792
ABalaapppaa:230,ABalaapppaa,230,2858
ABalaapppaa:231,ABalaapppaa,231,2602
ABalaapppaa:232,ABalaapppaa,232,2526
ABalaapppaa:233,ABalaapppaa,233,2514
ABalaapppaa:234,ABalaapppaa,234,2381
ABalaapppaa:235,ABalaapppaa,235,2765
ABalaapppaa:236,ABalaapppaa,236,2485
ABalaapppaa:237,ABalaapppaa,237,2512
ABalaapppaa:238,ABalaapppaa,238,2354
ABalaapppaa:239,ABalaapppaa,239,2325
ABalaapppaa:240,ABalaapppaa,240,2454
ABalaapppaa:241,ABalaapppaa,241,2342
ABalaapppaa:242,ABalaapppaa,242,2816
ABalaapppaa:243,ABalaapppaa,243,3674
ABalaapppaa:244,ABalaapppaa,244,2732
ABalaapppaa:245,ABalaapppaa,245,3167
ABalaapppaa:246,ABalaapppaa,246,2485
ABalaapppaa:247,ABalaapppaa,247,2500
ABalaapppaa:248,ABalaapppaa,248,2607
ABalaapppaa:249,ABalaapppaa,249,2056
ABalaapppaa:250,ABalaapppaa,250,2344
ABalaapppap:187,ABalaapppap,187,14165
ABalaapppap:188,ABalaapppap,188,13981
ABalaapppap:189,ABalaapppap,189,15976
ABalaapppap:190,ABalaapppap,190,16358
ABalaapppap:191,ABalaapppap,191,17116
ABalaapppap:192,ABalaapppap,192,16520
ABalaapppap:193,ABalaapppap,193,15767
ABalaapppap:194,ABalaapppap,194,14209
ABalaapppap:195,ABalaapppap,195,12395
ABalaapppap:196,ABalaapppap,196,13167
ABalaapppap:197,ABalaapppap,197,10813
ABalaapppap:198,ABalaapppap,198,10495
ABalaapppap:199,ABalaapppap,199,10476
ABalaapppap:200,ABalaapppap,200,11139
ABalaapppap:201,ABalaapppap,201,8896
ABalaapppap:202,ABalaapppap,202,9410
ABalaapppap:203,ABalaapppap,203,9038
ABalaapppap:204,ABalaapppap,204,10316
ABalaapppap:205,ABalaapppap,205,9675
ABalaapppap:206,ABalaapppap,206,9338
ABalaapppap:207,ABalaapppap,207,7672
ABalaapppap:208,ABalaapppap,208,11297
ABalaapppap:209,ABalaapppap,209,10683
ABalaapppap:210,ABalaapppap,210,7331
ABalaapppap:211,ABalaapppap,211,7026
ABalaapppap:212,ABalaapppap,212,8214
ABalaapppap:213,ABalaapppap,213,7972
ABalaapppap:214,ABalaapppap,214,7617
ABalaapppap:215,ABalaapppap,215,8251
ABalaapppap:216,ABalaapppap,216,7224
ABalaapppap:217,ABalaapppap,217,8435
ABalaapppap:218,ABalaapppap,218,8733
ABalaapppap:219,ABalaapppap,219,6886
ABalaapppap:220,ABalaapppap,220,5669
ABalaapppap:221,ABalaapppap,221,7237
ABalaapppap:222,ABalaapppap,222,7639
ABalaapppap:223,ABalaapppap,223,7256
ABalaapppap:224,ABalaapppap,224,7825
ABalaapppap:225,ABalaapppap,225,6602
ABalaapppap:226,ABalaapppap,226,7128
ABalaapppap:227,ABalaapppap,227,7318
ABalaapppap:228,ABalaapppap,228,7413
ABalaapppap:229,ABalaapppap,229,7253
ABalaapppap:230,ABalaapppap,230,6805
ABalaapppap:231,ABalaapppap,231,6444
ABalaapppp:124,ABalaapppp,124,14318
ABalaapppp:125,ABalaapppp,125,14143
ABalaapppp:126,ABalaapppp,126,15319
ABalaapppp:127,ABalaapppp,127,19869
ABalaapppp:128,ABalaapppp,128,21683
ABalaapppp:129,ABalaapppp,129,23277
ABalaapppp:130,ABalaapppp,130,24041
ABalaapppp:131,ABalaapppp,131,17621
ABalaapppp:132,ABalaapppp,132,19069
ABalaapppp:133,ABalaapppp,133,20668
ABalaapppp:134,ABalaapppp,134,20204
ABalaapppp:135,ABalaapppp,135,19752
ABalaapppp:136,ABalaapppp,136,21378
ABalaapppp:137,ABalaapppp,137,20645
ABalaapppp:138,ABalaapppp,138,21586
ABalaapppp:139,ABalaapppp,139,21412
ABalaapppp:140,ABalaapppp,140,23521
ABalaapppp:141,ABalaapppp,141,24029
ABalaapppp:142,ABalaapppp,142,23419
ABalaapppp:143,ABalaapppp,143,22202
ABalaapppp:144,ABalaapppp,144,21356
ABalaapppp:145,ABalaapppp,145,22138
ABalaapppp:146,ABalaapppp,146,22278
ABalaapppp:147,ABalaapppp,147,24396
ABalaapppp:148,ABalaapppp,148,22140
ABalaapppp:149,ABalaapppp,149,22962
ABalaapppp:150,ABalaapppp,150,21351
ABalaapppp:151,ABalaapppp,151,22643
ABalaapppp:152,ABalaapppp,152,22279
ABalaapppp:153,ABalaapppp,153,22478
ABalaapppp:154,ABalaapppp,154,22475
ABalaapppp:155,ABalaapppp,155,20357
ABalaapppp:156,ABalaapppp,156,23472
ABalaapppp:157,ABalaapppp,157,23717
ABalaapppp:158,ABalaapppp,158,24020
ABalaapppp:159,ABalaapppp,159,23934
ABalaapppp:160,ABalaapppp,160,24530
ABalaapppp:161,ABalaapppp,161,25360
ABalaapppp:162,ABalaapppp,162,26777
ABalaapppp:163,ABalaapppp,163,25215
ABalaapppp:164,ABalaapppp,164,23437
ABalaapppp:165,ABalaapppp,165,21677
ABalaapppp:166,ABalaapppp,166,23551
ABalaapppp:167,ABalaapppp,167,21636
ABalaapppp:168,ABalaapppp,168,20741
ABalaapppp:169,ABalaapppp,169,16786
ABalaapppp:170,ABalaapppp,170,16288
ABalaapppp:171,ABalaapppp,171,16125
ABalaappppa:172,ABalaappppa,172,14315
ABalaappppa:173,ABalaappppa,173,14362
ABalaappppa:174,ABalaappppa,174,15703
ABalaappppa:175,ABalaappppa,175,17995
ABalaappppa:176,ABalaappppa,176,18905
ABalaappppa:177,ABalaappppa,177,18463
ABalaappppa:178,ABalaappppa,178,20613
ABalaappppa:179,ABalaappppa,179,19440
ABalaappppa:180,ABalaappppa,180,21217
ABalaappppa:181,ABalaappppa,181,21554
ABalaappppa:182,ABalaappppa,182,22569
ABalaappppa:183,ABalaappppa,183,20632
ABalaappppa:184,ABalaappppa,184,23103
ABalaappppa:185,ABalaappppa,185,21201
ABalaappppa:186,ABalaappppa,186,20792
ABalaappppa:187,ABalaappppa,187,21216
ABalaappppa:188,ABalaappppa,188,20643
ABalaappppa:189,ABalaappppa,189,19259
ABalaappppa:190,ABalaappppa,190,18595
ABalaappppa:191,ABalaappppa,191,18074
ABalaappppa:192,ABalaappppa,192,20701
ABalaappppa:193,ABalaappppa,193,20050
ABalaappppa:194,ABalaappppa,194,19613
ABalaappppa:195,ABalaappppa,195,20290
ABalaappppa:196,ABalaappppa,196,16743
ABalaappppa:197,ABalaappppa,197,19772
ABalaappppa:198,ABalaappppa,198,17497
ABalaappppa:199,ABalaappppa,199,17638
ABalaappppa:200,ABalaappppa,200,14539
ABalaappppa:201,ABalaappppa,201,14387
ABalaappppa:202,ABalaappppa,202,14174
ABalaappppa:203,ABalaappppa,203,14129
ABalaappppa:204,ABalaappppa,204,14614
ABalaappppa:205,ABalaappppa,205,13629
ABalaappppa:206,ABalaappppa,206,13551
ABalaappppa:207,ABalaappppa,207,13965
ABalaappppa:208,ABalaappppa,208,14247
ABalaappppa:209,ABalaappppa,209,13439
ABalaappppa:210,ABalaappppa,210,14018
ABalaappppa:211,ABalaappppa,211,14700
ABalaappppa:212,ABalaappppa,212,14484
ABalaappppa:213,ABalaappppa,213,13439
ABalaappppa:214,ABalaappppa,214,14281
ABalaappppa:215,ABalaappppa,215,14967
ABalaappppa:216,ABalaappppa,216,14548
ABalaappppa:217,ABalaappppa,217,13937
ABalaappppa:218,ABalaappppa,218,13178
ABalaappppa:219,ABalaappppa,219,13538
ABalaappppa:220,ABalaappppa,220,13490
ABalaappppa:221,ABalaappppa,221,15585
ABalaappppa:222,ABalaappppa,222,14721
ABalaappppa:223,ABalaappppa,223,14802
ABalaappppa:224,ABalaappppa,224,14406
ABalaappppa:225,ABalaappppa,225,14361
ABalaappppa:226,ABalaappppa,226,14760
ABalaappppa:227,ABalaappppa,227,12780
ABalaappppa:228,ABalaappppa,228,14556
ABalaappppa:229,ABalaappppa,229,14021
ABalaappppa:230,ABalaappppa,230,14273
ABalaappppa:231,ABalaappppa,231,13704
ABalaappppa:232,ABalaappppa,232,13496
ABalaappppa:233,ABalaappppa,233,15085
ABalaappppa:234,ABalaappppa,234,14324
ABalaappppa:235,ABalaappppa,235,14565
ABalaappppa:236,ABalaappppa,236,15467
ABalaappppa:237,ABalaappppa,237,14705
ABalaappppa:238,ABalaappppa,238,15208
ABalaappppa:239,ABalaappppa,239,15469
ABalaappppa:240,ABalaappppa,240,15900
ABalaappppa:241,ABalaappppa,241,16755
ABalaappppa:242,ABalaappppa,242,17139
ABalaappppa:243,ABalaappppa,243,17281
ABalaappppa:244,ABalaappppa,244,16516
ABalaappppa:245,ABalaappppa,245,15139
ABalaappppa:246,ABalaappppa,246,15932
ABalaappppa:247,ABalaappppa,247,16159
ABalaappppa:248,ABalaappppa,248,16399
ABalaappppa:249,ABalaappppa,249,15650
ABalaappppa:250,ABalaappppa,250,16848
ABalaappppp:172,ABalaappppp,172,15031
ABalaappppp:173,ABalaappppp,173,13098
ABalaappppp:174,ABalaappppp,174,14984
ABalaappppp:175,ABalaappppp,175,15238
ABalaappppp:176,ABalaappppp,176,18448
ABalaappppp:177,ABalaappppp,177,18112
ABalaappppp:178,ABalaappppp,178,17164
ABalaappppp:179,ABalaappppp,179,17194
ABalaappppp:180,ABalaappppp,180,18335
ABalaappppp:181,ABalaappppp,181,18805
ABalaappppp:182,ABalaappppp,182,19786
ABalaappppp:183,ABalaappppp,183,21014
ABalaappppp:184,ABalaappppp,184,18089
ABalaappppp:185,ABalaappppp,185,18769
ABalaappppp:186,ABalaappppp,186,16038
ABalaappppp:187,ABalaappppp,187,17140
ABalaappppp:188,ABalaappppp,188,16910
ABalaappppp:189,ABalaappppp,189,18557
ABalaappppp:190,ABalaappppp,190,17420
ABalaappppp:191,ABalaappppp,191,14978
ABalaappppp:192,ABalaappppp,192,16970
ABalaappppp:193,ABalaappppp,193,17222
ABalaappppp:194,ABalaappppp,194,15453
ABalaappppp:195,ABalaappppp,195,15534
ABalaappppp:196,ABalaappppp,196,14588
ABalaappppp:197,ABalaappppp,197,12549
ABalaappppp:198,ABalaappppp,198,11709
ABalaappppp:199,ABalaappppp,199,10910
ABalaappppp:200,ABalaappppp,200,11628
ABalaappppp:201,ABalaappppp,201,6948
ABalaappppp:202,ABalaappppp,202,5801
ABalaappppp:203,ABalaappppp,203,6714
ABalaappppp:204,ABalaappppp,204,6419
ABalaappppp:205,ABalaappppp,205,4762
ABalaappppp:206,ABalaappppp,206,4865
ABalaappppp:207,ABalaappppp,207,5556
ABalaappppp:208,ABalaappppp,208,3620
ABalaappppp:209,ABalaappppp,209,3376
ABalaappppp:210,ABalaappppp,210,3405
ABalaappppp:211,ABalaappppp,211,3448
ABalaappppp:212,ABalaappppp,212,3125
ABalaappppp:213,ABalaappppp,213,3062
ABalaappppp:214,ABalaappppp,214,3043
ABalaappppp:215,ABalaappppp,215,3128
ABalaappppp:216,ABalaappppp,216,3234
ABalaappppp:217,ABalaappppp,217,2444
ABalaappppp:218,ABalaappppp,218,3078
ABalaappppp:219,ABalaappppp,219,4286
ABalaappppp:220,ABalaappppp,220,3157
ABalaappppp:221,ABalaappppp,221,3199
ABalaappppp:222,ABalaappppp,222,3402
ABalaappppp:223,ABalaappppp,223,2718
ABalaappppp:224,ABalaappppp,224,2669
ABalaappppp:225,ABalaappppp,225,2330
ABalaappppp:226,ABalaappppp,226,1768
ABalaappppp:227,ABalaappppp,227,4574
ABalaappppp:228,ABalaappppp,228,5650
ABalaappppp:229,ABalaappppp,229,3331
ABalaappppp:230,ABalaappppp,230,5379
ABalaappppp:231,ABalaappppp,231,5029
ABalaappppp:232,ABalaappppp,232,4970
ABalaappppp:233,ABalaappppp,233,3908
ABalaappppp:234,ABalaappppp,234,4208
ABalaappppp:235,ABalaappppp,235,4182
ABalaappppp:236,ABalaappppp,236,5259
ABalaappppp:237,ABalaappppp,237,3411
ABalaappppp:238,ABalaappppp,238,3726
ABalaappppp:239,ABalaappppp,239,4017
ABalaappppp:240,ABalaappppp,240,3402
ABalaappppp:241,ABalaappppp,241,3717
ABalaappppp:242,ABalaappppp,242,3495
ABalaappppp:243,ABalaappppp,243,2966
ABalaappppp:244,ABalaappppp,244,3328
ABalaappppp:245,ABalaappppp,245,2676
ABalaappppp:246,ABalaappppp,246,2966
ABalaappppp:247,ABalaappppp,247,2981
ABalaappppp:248,ABalaappppp,248,3086
ABalaappppp:249,ABalaappppp,249,3098
ABalaappppp:250,ABalaappppp,250,3085
ABalap:27,ABalap,27,13088
ABalap:28,ABalap,28,12516
ABalap:29,ABalap,29,15574
ABalap:30,ABalap,30,17978
ABalap:31,ABalap,31,20801
ABalap:32,ABalap,32,22821
ABalap:33,ABalap,33,26686
ABalap:34,ABalap,34,28332
ABalap:35,ABalap,35,28350
ABalap:36,ABalap,36,28214
ABalap:37,ABalap,37,28218
ABalap:38,ABalap,38,29078
ABalap:39,ABalap,39,27698
ABalap:40,ABalap,40,27224
ABalap:41,ABalap,41,24571
ABalap:42,ABalap,42,15169
ABalapa:43,ABalapa,43,14846
ABalapa:44,ABalapa,44,13762
ABalapa:45,ABalapa,45,13932
ABalapa:46,ABalapa,46,17604
ABalapa:47,ABalapa,47,21094
ABalapa:48,ABalapa,48,23657
ABalapa:49,ABalapa,49,25416
ABalapa:50,ABalapa,50,26816
ABalapa:51,ABalapa,51,26816
ABalapa:52,ABalapa,52,28055
ABalapa:53,ABalapa,53,28598
ABalapa:54,ABalapa,54,28381
ABalapa:55,ABalapa,55,28236
ABalapa:56,ABalapa,56,28398
ABalapa:57,ABalapa,57,27827
ABalapa:58,ABalapa,58,28008
ABalapa:59,ABalapa,59,24845
ABalapa:60,ABalapa,60,20511
ABalapa:61,ABalapa,61,12337
ABalapaa:62,ABalapaa,62,9963
ABalapaa:63,ABalapaa,63,9420
ABalapaa:64,ABalapaa,64,11083
ABalapaa:65,ABalapaa,65,12940
ABalapaa:66,ABalapaa,66,14751
ABalapaa:67,ABalapaa,67,16868
ABalapaa:68,ABalapaa,68,17154
ABalapaa:69,ABalapaa,69,18511
ABalapaa:70,ABalapaa,70,18471
ABalapaa:71,ABalapaa,71,19728
ABalapaa:72,ABalapaa,72,20148
ABalapaa:73,ABalapaa,73,19818
ABalapaa:74,ABalapaa,74,20381
ABalapaa:75,ABalapaa,75,19120
ABalapaa:76,ABalapaa,76,18329
ABalapaa:77,ABalapaa,77,17102
ABalapaa:78,ABalapaa,78,17542
ABalapaa:79,ABalapaa,79,17481
ABalapaa:80,ABalapaa,80,18062
ABalapaa:81,ABalapaa,81,17096
ABalapaa:82,ABalapaa,82,17801
ABalapaa:83,ABalapaa,83,17986
ABalapaa:84,ABalapaa,84,18342
ABalapaa:85,ABalapaa,85,16920
ABalapaa:86,ABalapaa,86,12393
ABalapaa:87,ABalapaa,87,10523
ABalapaaa:88,ABalapaaa,88,10178
ABalapaaa:89,ABalapaaa,89,9941
ABalapaaa:90,ABalapaaa,90,10439
ABalapaaa:91,ABalapaaa,91,10339
ABalapaaa:92,ABalapaaa,92,12642
ABalapaaa:93,ABalapaaa,93,14063
ABalapaaa:94,ABalapaaa,94,16886
ABalapaaa:95,ABalapaaa,95,16619
ABalapaaa:96,ABalapaaa,96,16982
ABalapaaa:97,ABalapaaa,97,17870
ABalapaaa:98,ABalapaaa,98,17343
ABalapaaa:99,ABalapaaa,99,17944
ABalapaaa:100,ABalapaaa,100,19618
ABalapaaa:101,ABalapaaa,101,18739
ABalapaaa:102,ABalapaaa,102,19385
ABalapaaa:103,ABalapaaa,103,18776
ABalapaaa:104,ABalapaaa,104,16626
ABalapaaa:105,ABalapaaa,105,18203
ABalapaaa:106,ABalapaaa,106,18431
ABalapaaa:107,ABalapaaa,107,18010
ABalapaaa:108,ABalapaaa,108,18580
ABalapaaa:109,ABalapaaa,109,18866
ABalapaaa:110,ABalapaaa,110,19694
ABalapaaa:111,ABalapaaa,111,19134
ABalapaaa:112,ABalapaaa,112,18774
ABalapaaa:113,ABalapaaa,113,18082
ABalapaaa:114,ABalapaaa,114,16391
ABalapaaa:115,ABalapaaa,115,16925
ABalapaaa:116,ABalapaaa,116,19497
ABalapaaa:117,ABalapaaa,117,19150
ABalapaaa:118,ABalapaaa,118,19398
ABalapaaa:119,ABalapaaa,119,18342
ABalapaaa:120,ABalapaaa,120,20301
ABalapaaa:121,ABalapaaa,121,18704
ABalapaaa:122,ABalapaaa,122,19295
ABalapaaa:123,ABalapaaa,123,17885
ABalapaaa:124,ABalapaaa,124,14791
ABalapaaa:125,ABalapaaa,125,12872
ABalapaaa:126,ABalapaaa,126,11702
ABalapaaaa:127,ABalapaaaa,127,12890
ABalapaaaa:128,ABalapaaaa,128,12935
ABalapaaaa:129,ABalapaaaa,129,13666
ABalapaaaa:130,ABalapaaaa,130,14857
ABalapaaaa:131,ABalapaaaa,131,10739
ABalapaaaa:132,ABalapaaaa,132,13119
ABalapaaaa:133,ABalapaaaa,133,14313
ABalapaaaa:134,ABalapaaaa,134,15086
ABalapaaaa:135,ABalapaaaa,135,15994
ABalapaaaa:136,ABalapaaaa,136,18606
ABalapaaaa:137,ABalapaaaa,137,18070
ABalapaaaa:138,ABalapaaaa,138,16916
ABalapaaaa:139,ABalapaaaa,139,17367
ABalapaaaa:140,ABalapaaaa,140,18879
ABalapaaaa:141,ABalapaaaa,141,18785
ABalapaaaa:142,ABalapaaaa,142,20455
ABalapaaaa:143,ABalapaaaa,143,19561
ABalapaaaa:144,ABalapaaaa,144,19458
ABalapaaaa:145,ABalapaaaa,145,18116
ABalapaaaa:146,ABalapaaaa,146,19597
ABalapaaaa:147,ABalapaaaa,147,20017
ABalapaaaa:148,ABalapaaaa,148,21886
ABalapaaaa:149,ABalapaaaa,149,21045
ABalapaaaa:150,ABalapaaaa,150,22182
ABalapaaaa:151,ABalapaaaa,151,21276
ABalapaaaa:152,ABalapaaaa,152,20933
ABalapaaaa:153,ABalapaaaa,153,20668
ABalapaaaa:154,ABalapaaaa,154,20394
ABalapaaaa:155,ABalapaaaa,155,19862
ABalapaaaa:156,ABalapaaaa,156,21140
ABalapaaaa:157,ABalapaaaa,157,20758
ABalapaaaa:158,ABalapaaaa,158,20535
ABalapaaaa:159,ABalapaaaa,159,21742
ABalapaaaa:160,ABalapaaaa,160,19390
ABalapaaaa:161,ABalapaaaa,161,20953
ABalapaaaa:162,ABalapaaaa,162,19754
ABalapaaaa:163,ABalapaaaa,163,21764
ABalapaaaa:164,ABalapaaaa,164,20088
ABalapaaaa:165,ABalapaaaa,165,20470
ABalapaaaa:166,ABalapaaaa,166,22792
ABalapaaaa:167,ABalapaaaa,167,20226
ABalapaaaa:168,ABalapaaaa,168,23359
ABalapaaaa:169,ABalapaaaa,169,22282
ABalapaaaa:170,ABalapaaaa,170,22487
ABalapaaaa:171,ABalapaaaa,171,21884
ABalapaaaa:172,ABalapaaaa,172,21817
ABalapaaaa:173,ABalapaaaa,173,20527
ABalapaaaa:174,ABalapaaaa,174,22330
ABalapaaaa:175,ABalapaaaa,175,22314
ABalapaaaa:176,ABalapaaaa,176,23160
ABalapaaaa:177,ABalapaaaa,177,21813
ABalapaaaa:178,ABalapaaaa,178,20736
ABalapaaaa:179,ABalapaaaa,179,23254
ABalapaaaa:180,ABalapaaaa,180,20902
ABalapaaaa:181,ABalapaaaa,181,20868
ABalapaaaa:182,ABalapaaaa,182,21821
ABalapaaaa:183,ABalapaaaa,183,22562
ABalapaaaa:184,ABalapaaaa,184,20216
ABalapaaaa:185,ABalapaaaa,185,21773
ABalapaaaa:186,ABalapaaaa,186,21521
ABalapaaaa:187,ABalapaaaa,187,21003
ABalapaaaa:188,ABalapaaaa,188,20671
ABalapaaaa:189,ABalapaaaa,189,20421
ABalapaaaa:190,ABalapaaaa,190,17620
ABalapaaaa:191,ABalapaaaa,191,19456
ABalapaaaa:192,ABalapaaaa,192,18072
ABalapaaaa:193,ABalapaaaa,193,19899
ABalapaaaa:194,ABalapaaaa,194,19185
ABalapaaaa:195,ABalapaaaa,195,22999
ABalapaaaa:196,ABalapaaaa,196,20992
ABalapaaaa:197,ABalapaaaa,197,21831
ABalapaaaa:198,ABalapaaaa,198,22457
ABalapaaaa:199,ABalapaaaa,199,20854
ABalapaaaa:200,ABalapaaaa,200,18820
ABalapaaaa:201,ABalapaaaa,201,11992
ABalapaaaa:202,ABalapaaaa,202,12706
ABalapaaaa:203,ABalapaaaa,203,13572
ABalapaaaa:204,ABalapaaaa,204,13000
ABalapaaaa:205,ABalapaaaa,205,13819
ABalapaaaa:206,ABalapaaaa,206,13768
ABalapaaaa:207,ABalapaaaa,207,12816
ABalapaaaa:208,ABalapaaaa,208,13054
ABalapaaaa:209,ABalapaaaa,209,11005
ABalapaaaa:210,ABalapaaaa,210,10829
ABalapaaaa:211,ABalapaaaa,211,11106
ABalapaaaa:212,ABalapaaaa,212,10998
ABalapaaaa:213,ABalapaaaa,213,10552
ABalapaaaaa:214,ABalapaaaaa,214,9988
ABalapaaaaa:215,ABalapaaaaa,215,9479
ABalapaaaaa:216,ABalapaaaaa,216,9529
ABalapaaaaa:217,ABalapaaaaa,217,8952
ABalapaaaaa:218,ABalapaaaaa,218,10204
ABalapaaaaa:219,ABalapaaaaa,219,9652
ABalapaaaaa:220,ABalapaaaaa,220,9558
ABalapaaaaa:221,ABalapaaaaa,221,10039
ABalapaaaaa:222,ABalapaaaaa,222,9702
ABalapaaaaa:223,ABalapaaaaa,223,8039
ABalapaaaaa:224,ABalapaaaaa,224,8205
ABalapaaaaa:225,ABalapaaaaa,225,8012
ABalapaaaaa:226,ABalapaaaaa,226,6472
ABalapaaaaa:227,ABalapaaaaa,227,6335
ABalapaaaaa:228,ABalapaaaaa,228,5988
ABalapaaaaa:229,ABalapaaaaa,229,4518
ABalapaaaaa:230,ABalapaaaaa,230,4915
ABalapaaaaa:231,ABalapaaaaa,231,4430
ABalapaaaaa:232,ABalapaaaaa,232,4043
ABalapaaaaa:233,ABalapaaaaa,233,4780
ABalapaaaaa:234,ABalapaaaaa,234,3748
ABalapaaaaa:235,ABalapaaaaa,235,6837
ABalapaaaaa:236,ABalapaaaaa,236,5283
ABalapaaaaa:237,ABalapaaaaa,237,4693
ABalapaaaaa:238,ABalapaaaaa,238,4558
ABalapaaaaa:239,ABalapaaaaa,239,3939
ABalapaaaaa:240,ABalapaaaaa,240,4644
ABalapaaaaa:241,ABalapaaaaa,241,4752
ABalapaaaaa:242,ABalapaaaaa,242,3029
ABalapaaaaa:243,ABalapaaaaa,243,2973
ABalapaaaaa:244,ABalapaaaaa,244,3170
ABalapaaaaa:245,ABalapaaaaa,245,3186
ABalapaaaaa:246,ABalapaaaaa,246,3606
ABalapaaaaa:247,ABalapaaaaa,247,2968
ABalapaaaaa:248,ABalapaaaaa,248,3127
ABalapaaaaa:249,ABalapaaaaa,249,2646
ABalapaaaaa:250,ABalapaaaaa,250,3039
ABalapaaaap:214,ABalapaaaap,214,9611
ABalapaaaap:215,ABalapaaaap,215,8294
ABalapaaaap:216,ABalapaaaap,216,7759
ABalapaaaap:217,ABalapaaaap,217,9092
ABalapaaaap:218,ABalapaaaap,218,9928
ABalapaaaap:219,ABalapaaaap,219,9531
ABalapaaaap:220,ABalapaaaap,220,7307
ABalapaaaap:221,ABalapaaaap,221,8337
ABalapaaaap:222,ABalapaaaap,222,9235
ABalapaaaap:223,ABalapaaaap,223,8758
ABalapaaaap:224,ABalapaaaap,224,5862
ABalapaaaap:225,ABalapaaaap,225,7254
ABalapaaaap:226,ABalapaaaap,226,6079
ABalapaaaap:227,ABalapaaaap,227,4826
ABalapaaaap:228,ABalapaaaap,228,5696
ABalapaaaap:229,ABalapaaaap,229,5000
ABalapaaaap:230,ABalapaaaap,230,3720
ABalapaaaap:231,ABalapaaaap,231,4290
ABalapaaaap:232,ABalapaaaap,232,3326
ABalapaaaap:233,ABalapaaaap,233,3524
ABalapaaaap:234,ABalapaaaap,234,3086
ABalapaaaap:235,ABalapaaaap,235,3937
ABalapaaaap:236,ABalapaaaap,236,4955
ABalapaaaap:237,ABalapaaaap,237,3522
ABalapaaaap:238,ABalapaaaap,238,3255
ABalapaaaap:239,ABalapaaaap,239,3357
ABalapaaaap:240,ABalapaaaap,240,3530
